字	对应向量	训练样本数100
装	[ 1.1951841   0.29050165 -1.5625647  -0.08563095  1.6255401 ]
商	[-0.20487325 -0.32407475  1.0392649  -0.19069095  0.06998204]
振	[ 0.60406435 -1.627033   -1.0720619  -1.0829767   0.09998968]
宣	[ 0.76385516 -1.6495874  -1.3424219  -0.5280172  -0.28086555]
道	[-0.58453864  0.17987801  2.848968    0.8979312  -0.78560966]
转	[ 0.01735255 -1.2967135  -0.13738751 -0.6926275  -1.3535519 ]
温	[ 1.5802448  -1.6158185  -0.83202827  1.7876736  -0.20531377]
阅	[ 0.41397363  0.9076544  -0.94612247 -1.1479411  -0.74299985]
芸	[ 1.1251817  -0.95588034 -0.04897083 -1.6407385   0.80406564]
农	[ 0.8418352  -0.99503493  0.24846345 -1.2729238   1.2500175 ]
军	[-0.6594923   1.0868758  -1.2123041   0.82211924 -0.7021952 ]
疾	[ 0.5746777   2.085157    0.59516704 -1.1090482   1.7440928 ]
怡	[-0.8765702  -0.31136793 -0.9364304  -2.6721358  -0.17993736]
停	[ 0.25632071 -1.5169786  -0.69859946 -0.17373621 -0.06964856]
舒	[ 1.4268476   1.985622   -1.2152733  -0.37785864 -1.2598363 ]
悠	[-1.0600871   0.82747966  0.9671206  -0.45343557  0.8061276 ]
辅	[ 1.0571024  -1.0718912  -0.6278321   1.5182979   0.30691975]
嵩	[-0.09647828 -0.8272265  -0.35783926 -0.78110886  0.68970907]
化	[-0.78440315 -0.47682494 -1.259418    0.4090097   1.0955627 ]
置	[ 1.3242073  -0.48372877  1.183439    1.7065071   0.9864506 ]
引	[-0.02652897 -0.03350802 -0.14084798 -2.135614    0.05171033]
决	[ 0.32734323 -1.0590397   0.13655548  0.40264606 -1.2235909 ]
愚	[ 0.00777224 -2.3826141  -0.07073318 -0.9011644   0.72684014]
别	[ 0.10557389  0.26338005  1.2150277  -0.5150721  -0.04438562]
驰	[-0.3856972   0.03101669 -0.8042009   0.18482742 -0.6402896 ]
疑	[0.87022036 0.17774741 0.09500742 0.38935018 0.41218758]
殚	[-0.77501494 -0.40191045  0.6446528   0.765241    0.43362895]
聚	[-0.5066848  -0.3415743  -0.69307554  0.9219544  -0.11357109]
澄	[-0.538587    0.91194    -0.07494559 -0.33403033 -0.2900325 ]
旧	[-0.21619682 -0.5644693  -1.7560364  -1.1093534  -0.6268854 ]
壮	[-1.4457428   0.70928437  0.8671008  -1.1209601  -1.3400952 ]
旷	[-0.04052559 -0.70578396  0.9626828   1.6355875   3.1464522 ]
守	[ 0.8934464  -0.44467384 -0.03890565  0.35822928  0.23894984]
能	[ 1.0032213   0.94750714  0.18693481  1.0716679  -0.5989397 ]
瑁	[ 0.32860753  0.20376293  1.6148835  -1.3183737   0.45105952]
郊	[-0.6402392  -0.09367205  0.7473499  -1.519884    0.10681108]
累	[ 2.18241     1.4982917   0.95700544  0.7412411  -0.3740144 ]
气	[-0.27091914  1.1789008   1.6753727  -2.3601768   0.10677673]
壝	[-0.12224218 -1.129357    1.9042999   3.1016083  -1.2044791 ]
弹	[ 0.11060129 -0.54573435 -0.79949206 -1.3417981  -0.11982284]
步	[ 1.5213054  -0.16660166 -0.30474082 -0.5898073   0.65128994]
吐	[ 1.6999873 -0.8876685  1.2329327 -3.2121334  1.5847993]
伊	[-0.9899478   0.1975993  -1.1428139  -1.2595688   0.23367071]
纽	[-2.1670942 -2.3872588 -0.8099767 -2.1334524 -1.0427439]
钟	[-0.65446925  2.210157   -0.40341783 -0.7136672   1.6247562 ]
葱	[-0.67993444 -0.04495595  1.0286072  -1.8664274   0.09833654]
朔	[-1.4132916   0.84569275  0.01750704  0.23648238 -0.33177212]
感	[-0.0987245   0.31118315  0.10294291  0.00916639  0.36143604]
俨	[-0.76414263  1.2841593  -1.4949034   1.5400527   0.8043284 ]
禅	[-2.3187683   0.7557519  -0.15547939 -1.8467454  -1.7358165 ]
必	[ 0.03441799 -0.53737086 -0.9912735   1.1705312  -0.35160318]
李	[ 0.4998185  -0.3292495   0.34034026 -1.1119212   0.00760373]
鲜	[-1.2083185   1.1134986   0.03654362  2.610744   -0.89003354]
闻	[-0.7983357  -0.55233663  0.44856593  0.42941445  0.20725745]
帝	[ 0.21445313  0.10458864 -2.7881975   1.5129642  -1.186429  ]
岸	[-0.69556355  0.5710128  -0.33238536 -2.1739283   0.41287196]
宴	[ 0.46130514  3.1397243  -1.6524051  -1.6803141  -0.30677706]
映	[ 0.54630756 -0.26686385 -0.80699205  0.01020722  0.15307888]
尧	[ 0.5952318 -1.478429  -2.212399   0.6112851  0.8550364]
奕	[-1.1420617  -0.2374227  -0.0319273   1.3614826   0.95549417]
庇	[ 0.35670513  0.06406046  2.0334957   1.7813857  -0.20384261]
眺	[ 1.265533    0.7559351  -2.0022533   0.23569533  0.25566995]
架	[ 0.6548601   0.43223137 -0.21439907  1.262974   -0.6714092 ]
弱	[-0.9985112   0.14394055  0.51316816  0.28614843 -2.6822715 ]
位	[ 0.5606664   1.0579623  -1.1965635  -0.30299562  0.278728  ]
史	[ 0.17929403 -0.9341646   0.6704721  -0.00156736  0.41599748]
伪	[ 0.90614253 -1.9407138   0.26636744  1.7436931   0.25795418]
园	[-0.06190759  1.0133497  -0.96225286  0.0550509  -1.4301155 ]
面	[-1.446937   -0.28033778  1.6166195   2.8012147   1.9073868 ]
势	[-0.38508946 -0.36167884  0.35619375 -1.276397    0.28308985]
锋	[ 1.4884341  -1.1841146   0.20752493 -0.63276666  0.24328789]
纤	[-0.72978806  1.0348257  -1.1128694  -0.8315484   1.112782  ]
负	[-1.4459752  -0.40433413 -1.4188794   0.65966696  0.53757614]
洒	[-0.40964854  0.7728729   1.2858578  -0.29873434  0.36756948]
都	[ 0.6227947   1.1367629  -0.6164347  -0.19492999 -0.5200059 ]
蟠	[ 0.21178314  1.599148   -0.08412375 -0.32681632  0.33941138]
招	[-0.43526006 -0.3432031  -0.5032516  -1.2767475   0.765947  ]
陌	[ 1.3858421   1.136766   -0.22916976 -2.2585964   0.04477814]
兕	[2.049821   0.30561256 0.00668561 0.43849927 0.48390368]
渐	[-1.9090225  -0.76429516 -1.0437357   1.0608836   0.56004226]
彤	[ 1.2002643  -0.5080598   0.06160126 -2.0866363  -0.42224678]
比	[-0.23099364 -0.76275784 -1.0536209   0.47626662 -0.00202869]
泫	[-0.73648    -0.21237794  0.7659479   2.514083    0.42856562]
分	[-0.8235013  -0.43414557  0.22914416  0.28646058  0.8420307 ]
骏	[-1.1336087  -0.71197397 -1.9068289   0.48569632 -0.07045002]
成	[ 0.06073818 -0.23723811 -0.84167004  0.98234916 -0.5684537 ]
纶	[-1.1066358  -2.6413598   0.9373507  -1.0222944   0.02358212]
霍	[ 1.6218835   0.06506062 -0.37819368  0.5391837  -0.7590144 ]
匹	[ 0.7984661 -1.2137933  0.6467481  0.4626801  1.3486739]
总	[-0.6168964   0.24484248  0.70376617 -1.0014732  -0.13549837]
卢	[ 0.29648447 -1.0999074  -0.09713487 -2.2109973   0.9546661 ]
量	[-2.085547   1.1032176 -1.0292811 -1.3388909  1.6665483]
泾	[ 0.3743819 -0.7180498 -2.3142076  0.829054  -1.9836726]
大	[ 0.31772074 -0.7866137  -0.65328056 -1.3173624  -0.29269248]
既	[-1.3366684   0.75592965 -0.44053367  0.04303081 -0.92698824]
征	[ 0.45568436  1.0080922   1.1198503  -0.44016013  1.2932822 ]
圆	[-0.26108277 -1.2504542  -1.0217078  -1.7040778   0.19412468]
醒	[ 0.9217714  -0.8097793  -1.8941908  -0.13822834  0.874971  ]
痕	[-1.3017185   0.64909416 -1.7972851   0.467875    0.4239156 ]
科	[ 2.1235855   2.0033026   1.36022    -0.03796288  1.2076575 ]
穿	[ 0.64038014  0.5968551   0.3351704   0.86929756 -1.245481  ]
集	[-1.3199103   1.3399192   0.02108356 -0.0257194   0.75814426]
电	[ 1.5601382   0.61303955  0.03920095 -0.9934321   1.9588038 ]
宏	[-0.8323293  -0.2735354  -0.18407746 -1.4439048   1.9306625 ]
足	[ 0.6274816  -1.0867838  -0.50898314 -1.4197458   1.1363827 ]
冬	[-0.4562909   1.3117486   0.04276404  0.677168    2.2302353 ]
草	[0.7023115 0.2895742 0.766282  0.660504  1.1107308]
